Address,Building,Organization
郁家山,都是阳光,萧山商业城机电市场
金地天逸,南秀苑小区,慕香服饰
新光路,城北新城,跨境电子商务园
黄山新村,发展大厦,股份有限公司
三联村,金元大控股,国泰科技大厦
官一村,建工广场,浙江省萧山中学
伟神路,，星都花园，,中力节能玻璃有限公司
李家村,汇金大厦,拒收快递到付和平邮
星河景庭,，隐龙湾小区,东岱饰品铸造研磨
伟南桥,浦园小区,（汇宇建设）
瓜沥供电,加州阳光广场,万和国际新意方快餐店
知章村,东复大厦,路乐荣桥南厂
塘里陈社区,佳风北苑,世纪龙建材市场
新区中,，（原,广播电视台广播中心
楼塔镇雪环,绿城郁金香岸,村口利强家电维修部
朱家坛村,，境合苑,跨境电商园区
营业厅,佳境天成佳合苑,杭州集美印染有限公司
大湾路,塘上社区,杭州天元涤纶有限公司
解放村,金城花园,（原党山镇）长南桥南农村放心示范店（桥南
，二桥村,金陵花园,桥头小学附近
萧山金城路,，宏景园,申通电子商务园
乐河路,金玉小组,嘉园流翠苑
万和国,郁金香岸听江苑,杭州新世纪万向节有限公司
油树下社区,丽花园,赭山小学
中栋国际,里河公寓,东小南门桥头林剪一簇理发店
爱华路,运东隆园小区,临浦初中北门对面清风园饭店
高教区,郁金香苑,申请退款中填写退货单号不然无法退款。退货请将小礼物一并寄回
赭东家苑,物美超市,大酒店
绿城西子,华凯广场,开发区开心足浴
张潭村,（电话,杭齿集团
临江路,，南峰公寓,杭州萧山惠通金属箱柜厂
恒发路,尚美名府小区,东复村委会杭州施密特电梯有限公司
復兴村,潘水北苑,好邻居超市
萧山高教区,汇宇花园高层,越翔针织
金二路,群欢小区,座杭州鑫灿金属材料有限公司
三江路,。南苑,绿源棋牌原三头村委旁
红石路,峙山西苑,杭州科利化工股份有限公司
先锋路,社区外塘,，锦绣国际
桥南路,知稼苑大厦,长山汽修
纬八路,头坞新村,现代墙纸布艺
协谊村,得意中兴广场,杭州萧山方正化纤织造厂
桥头陈村,通惠丽港通惠丽港,紫霞村宝利嘉轴承有限公司
红山家苑,西佳丰南苑,浙江庆丰纺织印染有限公司
小区一区,沁园春公寓,国泰大厦
兴乐路,油树下社区,杭州迪威机械有限公司
新桥头社区,广谊公寓,朝阳闸口往东
畈里孙,庆丰家园小区,宝盛·世纪中心
南兴村,山水苑,浙江万向马瑞利减震器有限公司质量部
建材商贸城,钱江农场，钱农二路,明成制衣
高桥南路,（利华路口）江南明城小区,汇德隆家电
东片新农村,家园小区,萧山国际商务中心
前塘社区,名成大厦,萧山三职西大门（小快星驿站
河西路,玉龙公园,党山大自然科纺染整
新塘工业区,香格名苑,安能物流中心
井头王,，宁安社区,杭州萧山新湾农贸市场
新镇路,金地天逸南区,交叉口楼春和钱塘五号楼物业前台
井岭路,君悦丽景公寓小区,飞达内衣门店
绿荫路,海艺大厦,南阳大酒店
青东二路,向阳嘉苑雷山小区,领姿女装店
坎山大道,天一国际广场,微医集团
度假区,自由孔东,浙江建设职业技术学院萧山高教园区
琴山下村,江南明城南苑,经贸区牌坊下
七里店村,恒安名座小区,新中纺实业有限公司
浦南村,咔淘园区,金域三江园
紫东村,萧东陶瓷广场,赢耐博得有限公司
塘厦镇,双桥社区,萧山商业城灯具市场
湘湖旅游,御景湾,民丰四桥
井泉苑,岩峰社区,国兰超市
越王村,社区杭二棉小区,任伯年小学
与建设一路,下潦新区,中航集团
越山村,京明凤凰家园南区,蔚翔塑胶大楼杭州和宏鞋业有限公司
玫瑰苑,都市春天北区,天汇园星云地带
泰富广场,天宝大厦,星河景庭
江东工业园,学士桥小区,笑笑金茵幼儿园
小榄镇,名苑小区,顺发江南丽锦
临江佳苑,丰瑞非苑,凡凡中国站
江东大道,旁，万泰华庭,杭州乐荣电线电器有限公司工模部橡塑模具课
开元名都,佳境天城仁合苑,土塘第一工业区瑞达科技园速尔快递
明星路,永翔公寓,（永强电缆厂对面长安瓷砖）
与利一路,流翠苑,金盛源超市
蓬园村,浦江苑小区,，蜀山城管中队
北干工业园,丽都公寓（,第三人民医院急诊科
越兴路,缪家菜市场,长山一号桥杭州萧山景福印染有限公司
滨康路,盈丰和美家,绿色国际
永安村,永盛家园·北,亚太青年活动中心
萧山医院,（挂有,荣盛化纤有限公司
红山农场三分,（二）,（萧山汽车站
美之园,门开票大厅,长安上沙明和电子城
开元名都小区,向阳嘉苑（雷山）小区,室程泰机械
新梅村,义盛金蜂小区,兔留香火锅
花神庙社区,和公寓,百尺溇蔡家弄
行头村,国泰大厦,尖湖村下湾侨普服饰
沙溪镇,油树下公寓,纺织科技有限公司
世纪建,都市场,长龙领航售楼部后面的生活区
靖东村,金浦名苑西区,杭州中祥通讯器材有限公司
金临湖村,通惠丽港都市公寓,（盈钱路梅先段钱江电器老厂
罗峰路,具往南,建设八组恩伟伞厂
桥北路,联合中心北区,嘉城机械有限公司
新塘羽绒,置地大厦,杭州龙泰织造有限公司
江东四路,《三楼,浙江建设职业技术学院建筑装饰工程系
南翔路,村河南,，克丽缇娜美容院
汪家弄,严家埭社区,萧山中学数学组
徐家河,黄家和社区,杭州麦爽食品有限公司
与江东六路,雅云花园,宝胜世纪中心
名门世家,家景园小区,营销前策部
新世纪广场,江宁花园,党湾宾馆正对面的检验仓库
民主村,广盛公寓,双板桥旁
东方村,，天辰国际广场,戴维贝拉（禁用邮费到付和韵达及平邮，如因质量问题需卖家承担邮费不承担顺丰邮费
春光社区,生产资料小区,中国邮政营业厅
金莱街,汇祥三巷,（黄公闸饭店旁边一户
红垦农场红泰四路,王府井大厦,杭州三月纺织
琴山下,申园小区会所,横蓬村一组晨曦宝贝童装厂
新达路,詹家埭社区,云涛名苑
庆丰村,江宁大夏,名港城售楼部
管委会,湖畔官邸,杭申集团电子车间
上潘山,南坊新区,友发钢扣
湘湖九号,明华明秀苑,东方美美容会所
赵家墩村,泊景湾小区,復兴村朱村桥（便民超市）
湘湖林语,雍景湾,赛尔美工业圆区哇点服饰
中纺城,世外桃源,梅仙村十三组中菱金属制品有限公司
潮锦文化,学林尚苑北区,（迪迪龙英语）
螺山村,钱江新村二区小区,交叉口杭州冠亚饮料有限公司
河庄大道,恒瑞名座,工商银行公司业务部
东环路,（保税大厦,（萧山区特殊教育学校
庵前胡,副食品西区,部队杭州友耐工具有限公司
鸿发路,永丰家园,红太烟酒商行
学工路,爱华公寓,建工发展大厦二楼天童美语培训学校
火星村,商瑞大厦,义蓬镇金泉村八组
围中村,湘湖美地小区,淇淇童装
东片,，望京大厦,五六二村委会旁依斯丽卫浴
岩山村,新盛社区,杭州浙通物流有限公司
新桥园,传化大厦,湘湖地铁口奥兰多小镇晨曦苑
鲁公桥社区,口）东,砍山镇航民美时达有限公司
楼英村,逢源公寓,古云石材
临甬路,嘉裕天城小区,新世纪音乐学校二楼
农贸市场,，明怡花苑,西门药店中成药柜
祥里王村,景海湾小区,长山二号桥景福印染厂
东京钱,高桥拱秀社区,长安村老年活动室向西
坎山片梅仙村,宁围填宁税社区,，不过桥，屋顶有竹子
萧绍东,山水苑西区,摩卡单身公寓
新宁路,西仓弄公寓,弘大羽绒制品有限公司
东桥村,恒元发展广场,思远化纤
山里王村,威尼斯水城小区,佳伟副食品店
诸坞村,顺发·江南丽锦,杭州诺哲服饰有限公司
新围横街,蒂凯大厦,任伯年小学传达室
横石板弄,广悦小区,帝凯大厦财通证券
新区,北干一苑小区,五金机械创新园（鹏雁科技）
苎萝路,华凌电器,中山大学新华学院
曙光村,江南明城·金座,杭州宁远实业有限公司
南门社区,宝龙城市生活广场,杭州沃玛汽配科技有限公司
平阳村,西子郁金香岸,新农都水产市场海鲜大档口
南城街道,缪家桥东新区,同济科技职业技术学院
麻涌镇,金富楼,吟龙村兴惠总厂
黎明路,憬天国际,湘湖人家谷风苑
同二村,人民小区,秀衣坊二楼如家快捷酒店
利群东路,梅林小区,商业机械厂
羽园路,潮都华庭,北侧达利集团一号楼
共建村,金月湾,，小石桥社区教工宿舍
新庙前村,后花园,杭州萧山商诚医院一号楼六楼十一号房间
甘露村,华瑞晴庐小区,杭州顾家定制家居有限公司定制采购部
陈家弄,林之语嘉苑,富丽达集团杭州庄丽印染有限公司
复兴村,郁金香岸花园揽江苑,龙虎村鸿兴彩印
合丰村,湘湖公寓,项漾村项甬大桥东凤谊纺织南门
三峰村,合富公寓,杭州天诚药业质量部
商聚街,中誉现代城,浙江纺织采购博览城
锦绣路,旁嘉富广场,旺角城金座写字楼
宁安路,正元·都市阳光,初级初中
围垦区,旺角城美食广场,。（河庄镇政府以西
吉阳镇,元名都小区,吉利汽车技术中心
和美家,东度人力大厦,杭州耀东钢结构有限公司
高桥,钱民花园,天使尧尧宝贝收
坦洲镇,，汇通大厦,西尼电梯
凤凰山,华竞大厦,石马头公交站林凯修车旁
后郑村,九浪山花园,新区一组二排
南大门,和钱塘小区,（泰和天辰国际广场）唐元
二棉路,南丰小区西区,杭州信息港保利霞飞郡府
下潦社区,钱塘大厦,绿洲嘉园
高桥住宅区,往南走,半妆（拒绝平邮到付、请在物品写好您的旺旺
塘下施,，金二社区,城建监察中队
幸福村,顺发堤香小区,江东大院
联丰村,大成名座小区,东方文化园太虚湖假日酒店
党山村,同二新区,（拒收到付件，
众力村,金浦铭苑西区,平邮及全峰快递）
萧山通惠北路,，佳丰南苑,杭州裕万汽车零部件有限公司
蜜蜂村,百尺楼公寓,汗帛国际四号楼
畈里张社区,南岸明珠大厦,华联超市
东区街道,同一小区,萧山电大
金马同盛,香樟绿洲,层泰然金服
新和村,湖滨花园高层,麦田房产
永乐村,（龙发大厦,望京国际
纬九路,育才东苑小区,五楼万丰置业有限公司
新江村,明怡花苑社区,（飞祥铝业内）
红垦农场红泰六路,太平弄社区,杭州诺丁食品有限公司
商城西路,阳光都市广场,赢耐博得
塘里陈,房地产大厦,光明中心小学
柏山陈村,，通达小区,杭州雅馨特遮阳技术有限公司
振宁路与,恒信花园,杭州发电设备有限公司
杜家桥,阮家埭新区,旺角城旺角金座
溪头村,滨水名庭小区,雨忆伞厂
盛凌路,竹洲小区,高桥小学
江东村,家园新区,徐家河公寓三栋二单元
衙前农村,心怡花园,吉利汽车研究院
谭家埭,佳境天城社区,（杭州百利医药
西江塘南路,金地天逸小区,浙江杭州萧山南阳街道美和桥青龙酒厂旁边鑫柱绣花厂
来苏周村,市民公寓,市心广场红蜻蜓服饰店
广东东莞,绿茵苑,大光明眼镜
所前北路,义蓬路口,众安山水苑
（府前路,南金苑大厦,第二幼儿园
盈中村,江宁大厦江宁大厦,家园清露苑
利丰路,金峰电器,（不写旺旺号的仓库会直接拒收您的快递拒收到付平邮
金家浜,向阳老屋社区,顺发堤香
洲口路,（发展广场,萧山第四人民医院
南岸明珠,e家公寓,顺发旺角城二期
城湖园二路,供销超市,交叉口众安嘉润公馆
新谊村,新农都市场,，荣艺美业
传芳村,（同和公寓,红山农场四分场
河东路,花木城二期广场,金帆实验学校
双圩新农村,通达小店,绿都世贸广场
向前村,，井泉苑小区,尚宣美容美发
皓月路,江新材料,乐荣电线电器有限公司
柴岭下,（高新,凤坞村枫叶包装厂内二楼洛巴兔
楼塔镇大,得力高第府小区,四号围垦十四公段天禄蔬菜合作社
坎山工业园区,转余杭,城区开元萧山宾馆
合欢路,明珠广场,附近开元珠宝旁
红山农场垦辉六路,华丰花园栎苑,杭州乐荣电线电器有限公司新厂后门
新坝村,（东）,芫昌智能设备科技有限公司
萧山益农镇,财经大厦,伊璐玖商务酒店
红垦农场红垦路,佳境天城小区,正大纺织厂
吟龙村,丽景国际大厦,开元市北后勤基地
蓝爵国际,传化大厦美食广场,华锋村石门王
居委会,后小区,新村汤山村竹鼎山庄
群谊村,名乐花苑,王家里心悦化妆品有限公司
大岭山镇,永达小区,亲善大药房
春江路,名港城小区门牌,恒源国际
安置小区,下蒋小区,浙江杭州萧山高教园区宁围镇浙江旅游职业学院
黄岭村,利二花园,赭山幼儿园
长山工人路,东城名苑,移动客服中心
小南门,新世纪广场,萧山原野汽配五金市场
城建公寓,保亿大厦,萧山机场员工宿舍
群建村,···,（杭州建锋纸业有限公司
义盛村,美之园东区,咔宾摄影
红垦农场垦辉五路,金迪公寓,杭州湾信息港，郑丽芳健康管理中心
中沙村,永盛花园,唐元娱乐会所
世纪大道,上建工发展广场,宇隆纺织仓库
花神庙村南片,马路小区,维卓电商售后服务中心
块春潮路,，湘湖家园,钢板桥往北到底过小桥第二家
新开路,安小区,精英电脑
新和人家,银通大厦西门,口，江南名城
恒盛路,恒逸金榈湾小区,江东产业集聚区公安分局（义府大街）
